player_name,role,input_tokens,estimated_output_tokens,total_tokens,model
Alice,Crewmate,2239,20,2259,openai/gpt-4o
Dave,Impostor,7162,20,7182,meta-llama/llama-3.1-8b-instruct
Alice,Crewmate,5352,20,5372,openai/gpt-4o-mini
Charlie,Crewmate,5339,20,5359,openai/gpt-4o-mini
Erin,Crewmate,5262,20,5282,openai/gpt-4o-mini
Erin,Impostor,4373,20,4393,anthropic/claude-3-5-haiku
Bob,Crewmate,4147,20,4167,meta-llama/llama-3.1-405b-instruct
Alice,Crewmate,4276,20,4296,meta-llama/llama-3.1-405b-instruct
Charlie,Impostor,3029,20,3049,openai/gpt-4o
Bob,Crewmate,2811,20,2831,openai/gpt-4o-mini
Alice,Crewmate,2808,20,2828,openai/gpt-4o-mini
Bob,Impostor,3309,20,3329,anthropic/claude-3.5-sonnet
Alice,Crewmate,2693,20,2713,google/gemini-pro-1.5
Erin,Crewmate,2716,20,2736,google/gemini-pro-1.5
Charlie,Crewmate,2713,20,2733,google/gemini-pro-1.5
Alice,Impostor,5268,20,5288,openai/gpt-4o-mini
Erin,Crewmate,4879,20,4899,openai/gpt-4o
Charlie,Crewmate,5113,20,5133,openai/gpt-4o
Bob,Crewmate,4929,20,4949,openai/gpt-4o
Charlie,Impostor,2777,20,2797,google/gemini-pro-1.5
Dave,Crewmate,2886,20,2906,anthropic/claude-3.5-sonnet
Erin,Crewmate,2850,20,2870,anthropic/claude-3.5-sonnet
Bob,Crewmate,2870,20,2890,anthropic/claude-3.5-sonnet
Dave,Impostor,4076,20,4096,google/gemini-pro-1.5
Erin,Crewmate,4439,20,4459,meta-llama/llama-3.1-8b-instruct
Alice,Crewmate,4400,20,4420,meta-llama/llama-3.1-8b-instruct
Bob,Crewmate,4383,20,4403,meta-llama/llama-3.1-8b-instruct
Bob,Impostor,3117,20,3137,openai/gpt-4o-mini
Charlie,Crewmate,2912,20,2932,openai/gpt-4o-mini
Erin,Crewmate,2965,20,2985,openai/gpt-4o-mini
Dave,Impostor,2138,20,2158,google/gemini-pro-1.5
Charlie,Crewmate,2119,20,2139,google/gemini-pro-1.5
Alice,Crewmate,2104,20,2124,google/gemini-pro-1.5
Dave,Impostor,6862,20,6882,anthropic/claude-3-5-haiku
Erin,Crewmate,5574,20,5594,openai/gpt-4o
Charlie,Crewmate,5250,20,5270,openai/gpt-4o
Alice,Crewmate,4842,20,4862,openai/gpt-4o
Bob,Impostor,2607,20,2627,google/gemini-pro-1.5
Dave,Crewmate,2852,20,2872,anthropic/claude-3-5-haiku
Alice,Crewmate,2826,20,2846,anthropic/claude-3-5-haiku
Charlie,Crewmate,2820,20,2840,anthropic/claude-3-5-haiku
Dave,Impostor,4550,20,4570,anthropic/claude-3-5-haiku
Bob,Crewmate,4011,20,4031,openai/gpt-4o
Alice,Crewmate,4048,20,4068,openai/gpt-4o
Charlie,Crewmate,4023,20,4043,openai/gpt-4o
Bob,Impostor,2845,20,2865,google/gemini-pro-1.5
Erin,Crewmate,2961,20,2981,openai/gpt-4o-mini
Alice,Crewmate,2869,20,2889,openai/gpt-4o-mini
Dave,Crewmate,2889,20,2909,openai/gpt-4o-mini
Charlie,Impostor,4177,20,4197,openai/gpt-4o-mini
Erin,Crewmate,4426,20,4446,meta-llama/llama-3.1-8b-instruct
Alice,Crewmate,4471,20,4491,meta-llama/llama-3.1-8b-instruct
Bob,Impostor,2850,20,2870,openai/gpt-4o-mini
Alice,Crewmate,2591,20,2611,google/gemini-pro-1.5
Dave,Crewmate,2587,20,2607,google/gemini-pro-1.5
Erin,Crewmate,2600,20,2620,google/gemini-pro-1.5
Charlie,Impostor,3590,20,3610,meta-llama/llama-3.1-8b-instruct
Erin,Crewmate,3390,20,3410,anthropic/claude-3.5-sonnet
Alice,Crewmate,3426,20,3446,anthropic/claude-3.5-sonnet
Dave,Crewmate,3441,20,3461,anthropic/claude-3.5-sonnet
Alice,Impostor,3894,20,3914,anthropic/claude-3-5-haiku
Charlie,Crewmate,3745,20,3765,openai/gpt-4o-mini
Dave,Crewmate,3609,20,3629,openai/gpt-4o-mini
Erin,Impostor,4002,20,4022,openai/gpt-4o
Dave,Crewmate,3861,20,3881,anthropic/claude-3-5-haiku
Charlie,Crewmate,4143,20,4163,anthropic/claude-3-5-haiku
Alice,Crewmate,4330,20,4350,anthropic/claude-3-5-haiku
Charlie,Impostor,3687,20,3707,google/gemini-flash-1.5
Erin,Crewmate,3828,20,3848,meta-llama/llama-3.1-8b-instruct
Alice,Crewmate,3917,20,3937,meta-llama/llama-3.1-8b-instruct
Bob,Impostor,4926,20,4946,anthropic/claude-3.5-sonnet
Charlie,Crewmate,5921,20,5941,meta-llama/llama-3.1-405b-instruct
Dave,Crewmate,5561,20,5581,meta-llama/llama-3.1-405b-instruct
Alice,Crewmate,6456,20,6476,meta-llama/llama-3.1-405b-instruct
Charlie,Impostor,3049,20,3069,google/gemini-flash-1.5
Bob,Crewmate,3205,20,3225,anthropic/claude-3-5-haiku
Dave,Crewmate,3270,20,3290,anthropic/claude-3-5-haiku
Alice,Crewmate,3218,20,3238,anthropic/claude-3-5-haiku
Alice,Impostor,4267,20,4287,meta-llama/llama-3.1-8b-instruct
Bob,Crewmate,3860,20,3880,anthropic/claude-3-5-haiku
Charlie,Crewmate,3785,20,3805,anthropic/claude-3-5-haiku
Dave,Crewmate,4010,20,4030,anthropic/claude-3-5-haiku
Dave,Impostor,3401,20,3421,anthropic/claude-3.5-sonnet
Alice,Crewmate,3328,20,3348,anthropic/claude-3-5-haiku
Charlie,Crewmate,3356,20,3376,anthropic/claude-3-5-haiku
Bob,Crewmate,3524,20,3544,anthropic/claude-3-5-haiku
Dave,Impostor,5636,20,5656,openai/gpt-4o-mini
Alice,Crewmate,5275,20,5295,meta-llama/llama-3.1-405b-instruct
Bob,Crewmate,5969,20,5989,meta-llama/llama-3.1-405b-instruct
Charlie,Impostor,4273,20,4293,meta-llama/llama-3.1-8b-instruct
Alice,Crewmate,4012,20,4032,anthropic/claude-3-5-haiku
Dave,Crewmate,4050,20,4070,anthropic/claude-3-5-haiku
Dave,Impostor,3290,20,3310,openai/gpt-4o-mini
Alice,Crewmate,3341,20,3361,anthropic/claude-3.5-sonnet
Erin,Crewmate,3284,20,3304,anthropic/claude-3.5-sonnet
Charlie,Crewmate,3357,20,3377,anthropic/claude-3.5-sonnet
Alice,Impostor,2764,20,2784,google/gemini-pro-1.5
Bob,Crewmate,2856,20,2876,anthropic/claude-3-5-haiku
Erin,Crewmate,3032,20,3052,anthropic/claude-3-5-haiku
Charlie,Crewmate,2955,20,2975,anthropic/claude-3-5-haiku
Bob,Impostor,4976,20,4996,meta-llama/llama-3.1-8b-instruct
Charlie,Crewmate,6230,20,6250,anthropic/claude-3.5-sonnet
Alice,Crewmate,5755,20,5775,anthropic/claude-3.5-sonnet
Erin,Crewmate,6038,20,6058,anthropic/claude-3.5-sonnet
Erin,Impostor,3929,20,3949,meta-llama/llama-3.1-405b-instruct
Bob,Crewmate,3874,20,3894,meta-llama/llama-3.1-405b-instruct
Alice,Crewmate,3664,20,3684,meta-llama/llama-3.1-405b-instruct
Alice,Impostor,3639,20,3659,anthropic/claude-3-5-haiku
Dave,Crewmate,2981,20,3001,google/gemini-flash-1.5
Bob,Crewmate,2839,20,2859,google/gemini-flash-1.5
Erin,Crewmate,3055,20,3075,google/gemini-flash-1.5
Alice,Impostor,3652,20,3672,google/gemini-pro-1.5
Bob,Crewmate,4038,20,4058,meta-llama/llama-3.1-8b-instruct
Erin,Crewmate,3937,20,3957,meta-llama/llama-3.1-8b-instruct
Dave,Crewmate,3640,20,3660,meta-llama/llama-3.1-8b-instruct
Charlie,Impostor,3115,20,3135,meta-llama/llama-3.1-405b-instruct
Alice,Crewmate,3071,20,3091,anthropic/claude-3.5-sonnet
Dave,Crewmate,2982,20,3002,anthropic/claude-3.5-sonnet
Erin,Crewmate,3010,20,3030,anthropic/claude-3.5-sonnet
Charlie,Impostor,3023,20,3043,openai/gpt-4o-mini
Alice,Crewmate,3208,20,3228,openai/gpt-4o-mini
Dave,Crewmate,3116,20,3136,openai/gpt-4o-mini
Charlie,Impostor,3278,20,3298,meta-llama/llama-3.1-405b-instruct
Alice,Crewmate,3163,20,3183,openai/gpt-4o-mini
Bob,Crewmate,3033,20,3053,openai/gpt-4o-mini
Charlie,Impostor,2945,20,2965,meta-llama/llama-3.1-405b-instruct
Alice,Crewmate,2626,20,2646,google/gemini-pro-1.5
Erin,Crewmate,2551,20,2571,google/gemini-pro-1.5
Dave,Crewmate,2577,20,2597,google/gemini-pro-1.5
Erin,Impostor,3309,20,3329,openai/gpt-4o-mini
Bob,Crewmate,3152,20,3172,anthropic/claude-3-5-haiku
Charlie,Crewmate,3278,20,3298,anthropic/claude-3-5-haiku
Dave,Crewmate,3285,20,3305,anthropic/claude-3-5-haiku
Alice,Impostor,4305,20,4325,meta-llama/llama-3.1-405b-instruct
Bob,Crewmate,4413,20,4433,meta-llama/llama-3.1-8b-instruct
Erin,Crewmate,4419,20,4439,meta-llama/llama-3.1-8b-instruct
Charlie,Impostor,3649,20,3669,anthropic/claude-3-5-haiku
Alice,Crewmate,3064,20,3084,google/gemini-flash-1.5
Bob,Crewmate,3013,20,3033,google/gemini-flash-1.5
Dave,Crewmate,3184,20,3204,google/gemini-flash-1.5
Erin,Impostor,8518,20,8538,anthropic/claude-3.5-sonnet
Charlie,Crewmate,8237,20,8257,openai/gpt-4o-mini
Alice,Crewmate,9372,20,9392,openai/gpt-4o-mini
Dave,Crewmate,8594,20,8614,openai/gpt-4o-mini
Dave,Impostor,4495,20,4515,anthropic/claude-3.5-sonnet
Erin,Crewmate,4710,20,4730,meta-llama/llama-3.1-8b-instruct
Bob,Crewmate,4545,20,4565,meta-llama/llama-3.1-8b-instruct
Erin,Impostor,4030,20,4050,openai/gpt-4o
Bob,Crewmate,4025,20,4045,openai/gpt-4o-mini
Dave,Crewmate,4310,20,4330,openai/gpt-4o-mini
Alice,Crewmate,3656,20,3676,openai/gpt-4o-mini
Bob,Impostor,3806,20,3826,google/gemini-flash-1.5
Erin,Crewmate,3489,20,3509,meta-llama/llama-3.1-405b-instruct
Alice,Crewmate,4015,20,4035,meta-llama/llama-3.1-405b-instruct
Dave,Crewmate,3646,20,3666,meta-llama/llama-3.1-405b-instruct
Charlie,Impostor,5906,20,5926,anthropic/claude-3.5-sonnet
Alice,Crewmate,5521,20,5541,google/gemini-flash-1.5
Erin,Crewmate,5621,20,5641,google/gemini-flash-1.5
Erin,Impostor,3674,20,3694,anthropic/claude-3.5-sonnet
Charlie,Crewmate,3538,20,3558,anthropic/claude-3.5-sonnet
Bob,Crewmate,3563,20,3583,anthropic/claude-3.5-sonnet
Alice,Crewmate,3549,20,3569,anthropic/claude-3.5-sonnet
Bob,Impostor,3779,20,3799,anthropic/claude-3.5-sonnet
Erin,Crewmate,3947,20,3967,meta-llama/llama-3.1-405b-instruct
Dave,Crewmate,3976,20,3996,meta-llama/llama-3.1-405b-instruct
Alice,Crewmate,3931,20,3951,meta-llama/llama-3.1-405b-instruct
Erin,Impostor,2995,20,3015,google/gemini-flash-1.5
Dave,Crewmate,3047,20,3067,anthropic/claude-3-5-haiku
Charlie,Crewmate,2966,20,2986,anthropic/claude-3-5-haiku
Bob,Crewmate,2972,20,2992,anthropic/claude-3-5-haiku
Alice,Impostor,3468,20,3488,meta-llama/llama-3.1-8b-instruct
Dave,Crewmate,2554,20,2574,google/gemini-pro-1.5
Erin,Crewmate,2721,20,2741,google/gemini-pro-1.5
Bob,Crewmate,2634,20,2654,google/gemini-pro-1.5
Charlie,Impostor,3615,20,3635,meta-llama/llama-3.1-8b-instruct
Erin,Crewmate,3130,20,3150,google/gemini-flash-1.5
Bob,Crewmate,3173,20,3193,google/gemini-flash-1.5
Alice,Crewmate,3321,20,3341,google/gemini-flash-1.5
Alice,Impostor,5753,20,5773,openai/gpt-4o-mini
Charlie,Crewmate,6274,20,6294,meta-llama/llama-3.1-405b-instruct
Bob,Crewmate,7151,20,7171,meta-llama/llama-3.1-405b-instruct
Bob,Impostor,3056,20,3076,google/gemini-flash-1.5
Dave,Crewmate,3185,20,3205,openai/gpt-4o-mini
Erin,Crewmate,2950,20,2970,openai/gpt-4o-mini
Charlie,Crewmate,3092,20,3112,openai/gpt-4o-mini
Erin,Impostor,3331,20,3351,meta-llama/llama-3.1-405b-instruct
Alice,Crewmate,2978,20,2998,google/gemini-flash-1.5
Charlie,Crewmate,3174,20,3194,google/gemini-flash-1.5
Bob,Crewmate,2947,20,2967,google/gemini-flash-1.5
Bob,Impostor,3843,20,3863,google/gemini-flash-1.5
Charlie,Crewmate,3914,20,3934,meta-llama/llama-3.1-8b-instruct
Alice,Crewmate,3876,20,3896,meta-llama/llama-3.1-8b-instruct
Bob,Impostor,3351,20,3371,anthropic/claude-3-5-haiku
Charlie,Crewmate,3070,20,3090,openai/gpt-4o-mini
Dave,Crewmate,3198,20,3218,openai/gpt-4o-mini
Erin,Crewmate,3127,20,3147,openai/gpt-4o-mini
Erin,Impostor,4620,20,4640,openai/gpt-4o-mini
Alice,Crewmate,2953,20,2973,google/gemini-pro-1.5
Bob,Crewmate,3040,20,3060,google/gemini-pro-1.5
Dave,Impostor,3646,20,3666,anthropic/claude-3-5-haiku
Alice,Crewmate,2980,20,3000,openai/gpt-4o
Charlie,Crewmate,3269,20,3289,openai/gpt-4o
Erin,Crewmate,3325,20,3345,openai/gpt-4o
Charlie,Impostor,5825,20,5845,openai/gpt-4o-mini
Dave,Crewmate,5653,20,5673,meta-llama/llama-3.1-8b-instruct
Bob,Crewmate,6563,20,6583,meta-llama/llama-3.1-8b-instruct
Dave,Impostor,3131,20,3151,meta-llama/llama-3.1-405b-instruct
Charlie,Crewmate,3148,20,3168,openai/gpt-4o-mini
Alice,Crewmate,3028,20,3048,openai/gpt-4o-mini
Erin,Crewmate,3156,20,3176,openai/gpt-4o-mini
Bob,Impostor,2588,20,2608,google/gemini-pro-1.5
Erin,Crewmate,2686,20,2706,anthropic/claude-3.5-sonnet
Charlie,Crewmate,2709,20,2729,anthropic/claude-3.5-sonnet
Dave,Crewmate,2706,20,2726,anthropic/claude-3.5-sonnet
Bob,Impostor,2922,20,2942,meta-llama/llama-3.1-405b-instruct
Erin,Crewmate,2542,20,2562,google/gemini-pro-1.5
Alice,Crewmate,2645,20,2665,google/gemini-pro-1.5
Dave,Crewmate,2647,20,2667,google/gemini-pro-1.5
Bob,Impostor,4113,20,4133,openai/gpt-4o-mini
Dave,Crewmate,3472,20,3492,openai/gpt-4o-mini
Charlie,Crewmate,3431,20,3451,openai/gpt-4o-mini
Erin,Impostor,4516,20,4536,google/gemini-pro-1.5
Bob,Crewmate,4822,20,4842,meta-llama/llama-3.1-8b-instruct
Charlie,Crewmate,4891,20,4911,meta-llama/llama-3.1-8b-instruct
Alice,Crewmate,4795,20,4815,meta-llama/llama-3.1-8b-instruct
Bob,Impostor,2847,20,2867,anthropic/claude-3.5-sonnet
Erin,Crewmate,2602,20,2622,google/gemini-pro-1.5
Alice,Crewmate,2563,20,2583,google/gemini-pro-1.5
Dave,Crewmate,2657,20,2677,google/gemini-pro-1.5
Dave,Impostor,2961,20,2981,openai/gpt-4o-mini
Bob,Crewmate,2853,20,2873,openai/gpt-4o
Charlie,Crewmate,2880,20,2900,openai/gpt-4o
Alice,Crewmate,2736,20,2756,openai/gpt-4o
Charlie,Impostor,4078,20,4098,anthropic/claude-3-5-haiku
Bob,Crewmate,4298,20,4318,meta-llama/llama-3.1-405b-instruct
Alice,Crewmate,4002,20,4022,meta-llama/llama-3.1-405b-instruct
Erin,Crewmate,3906,20,3926,meta-llama/llama-3.1-405b-instruct
Alice,Impostor,2860,20,2880,openai/gpt-4o-mini
Dave,Crewmate,2664,20,2684,google/gemini-flash-1.5
Bob,Crewmate,2689,20,2709,google/gemini-flash-1.5
Charlie,Crewmate,2730,20,2750,google/gemini-flash-1.5
Alice,Impostor,3677,20,3697,meta-llama/llama-3.1-8b-instruct
Dave,Crewmate,3122,20,3142,openai/gpt-4o-mini
Erin,Crewmate,3314,20,3334,openai/gpt-4o-mini
Charlie,Impostor,4050,20,4070,anthropic/claude-3.5-sonnet
Erin,Crewmate,3474,20,3494,openai/gpt-4o
Bob,Crewmate,3643,20,3663,openai/gpt-4o
Dave,Impostor,3015,20,3035,google/gemini-flash-1.5
Bob,Crewmate,2892,20,2912,openai/gpt-4o
Alice,Crewmate,2868,20,2888,openai/gpt-4o
Erin,Crewmate,2673,20,2693,openai/gpt-4o
Erin,Impostor,2943,20,2963,google/gemini-flash-1.5
Dave,Crewmate,2842,20,2862,google/gemini-flash-1.5
Bob,Crewmate,2950,20,2970,google/gemini-flash-1.5
Charlie,Crewmate,2941,20,2961,google/gemini-flash-1.5
Bob,Impostor,2818,20,2838,meta-llama/llama-3.1-405b-instruct
Charlie,Crewmate,2721,20,2741,openai/gpt-4o
Dave,Crewmate,2717,20,2737,openai/gpt-4o
Alice,Crewmate,2672,20,2692,openai/gpt-4o
Alice,Impostor,3659,20,3679,meta-llama/llama-3.1-8b-instruct
Charlie,Crewmate,3420,20,3440,meta-llama/llama-3.1-405b-instruct
Bob,Crewmate,3551,20,3571,meta-llama/llama-3.1-405b-instruct
Dave,Crewmate,3678,20,3698,meta-llama/llama-3.1-405b-instruct
Bob,Impostor,2591,20,2611,google/gemini-flash-1.5
Erin,Crewmate,2339,20,2359,google/gemini-pro-1.5
Charlie,Crewmate,2307,20,2327,google/gemini-pro-1.5
Alice,Crewmate,2330,20,2350,google/gemini-pro-1.5
Bob,Impostor,8225,20,8245,anthropic/claude-3-5-haiku
Alice,Crewmate,7075,20,7095,anthropic/claude-3.5-sonnet
Erin,Crewmate,6533,20,6553,anthropic/claude-3.5-sonnet
Charlie,Impostor,3038,20,3058,meta-llama/llama-3.1-405b-instruct
Dave,Crewmate,3103,20,3123,anthropic/claude-3-5-haiku
Bob,Crewmate,3193,20,3213,anthropic/claude-3-5-haiku
Bob,Impostor,3975,20,3995,meta-llama/llama-3.1-8b-instruct
Erin,Crewmate,3798,20,3818,openai/gpt-4o
Dave,Crewmate,3649,20,3669,openai/gpt-4o
Charlie,Crewmate,3830,20,3850,openai/gpt-4o
Bob,Impostor,3007,20,3027,meta-llama/llama-3.1-405b-instruct
Dave,Crewmate,2852,20,2872,openai/gpt-4o
Alice,Crewmate,2916,20,2936,openai/gpt-4o
Erin,Crewmate,2899,20,2919,openai/gpt-4o
Dave,Impostor,2169,20,2189,google/gemini-flash-1.5
Charlie,Crewmate,1965,20,1985,google/gemini-pro-1.5
Alice,Crewmate,2013,20,2033,google/gemini-pro-1.5
Charlie,Impostor,3132,20,3152,anthropic/claude-3-5-haiku
Bob,Crewmate,2808,20,2828,anthropic/claude-3.5-sonnet
Erin,Crewmate,2856,20,2876,anthropic/claude-3.5-sonnet
Alice,Crewmate,2990,20,3010,anthropic/claude-3.5-sonnet
Dave,Impostor,6611,20,6631,google/gemini-flash-1.5
Bob,Crewmate,5981,20,6001,openai/gpt-4o
Alice,Crewmate,4947,20,4967,openai/gpt-4o
Charlie,Crewmate,5195,20,5215,openai/gpt-4o
Bob,Impostor,3762,20,3782,meta-llama/llama-3.1-8b-instruct
Charlie,Crewmate,3257,20,3277,google/gemini-flash-1.5
Dave,Crewmate,3276,20,3296,google/gemini-flash-1.5
Alice,Crewmate,3105,20,3125,google/gemini-flash-1.5
Charlie,Impostor,3044,20,3064,google/gemini-pro-1.5
Bob,Crewmate,3077,20,3097,meta-llama/llama-3.1-405b-instruct
Dave,Crewmate,3120,20,3140,meta-llama/llama-3.1-405b-instruct
Erin,Crewmate,3153,20,3173,meta-llama/llama-3.1-405b-instruct
Alice,Impostor,3660,20,3680,openai/gpt-4o-mini
Bob,Crewmate,3241,20,3261,google/gemini-flash-1.5
Erin,Crewmate,3260,20,3280,google/gemini-flash-1.5
Charlie,Crewmate,3337,20,3357,google/gemini-flash-1.5
Bob,Impostor,3053,20,3073,anthropic/claude-3.5-sonnet
Erin,Crewmate,2911,20,2931,google/gemini-flash-1.5
Alice,Crewmate,2977,20,2997,google/gemini-flash-1.5
Dave,Crewmate,3053,20,3073,google/gemini-flash-1.5
Charlie,Impostor,6058,20,6078,anthropic/claude-3.5-sonnet
Alice,Crewmate,5858,20,5878,openai/gpt-4o
Dave,Crewmate,5921,20,5941,openai/gpt-4o
Erin,Impostor,6034,20,6054,openai/gpt-4o
Bob,Crewmate,5318,20,5338,openai/gpt-4o
Dave,Crewmate,4994,20,5014,openai/gpt-4o
Charlie,Crewmate,4200,20,4220,openai/gpt-4o
Bob,Impostor,4302,20,4322,meta-llama/llama-3.1-8b-instruct
Dave,Crewmate,4113,20,4133,openai/gpt-4o-mini
Alice,Crewmate,3862,20,3882,openai/gpt-4o-mini
Charlie,Crewmate,3986,20,4006,openai/gpt-4o-mini
Bob,Impostor,2754,20,2774,anthropic/claude-3.5-sonnet
Alice,Crewmate,2568,20,2588,google/gemini-pro-1.5
Dave,Crewmate,2470,20,2490,google/gemini-pro-1.5
Charlie,Crewmate,2547,20,2567,google/gemini-pro-1.5
Erin,Impostor,2804,20,2824,openai/gpt-4o-mini
Charlie,Crewmate,2701,20,2721,openai/gpt-4o
Dave,Crewmate,2664,20,2684,openai/gpt-4o
Alice,Crewmate,2677,20,2697,openai/gpt-4o
Charlie,Impostor,2716,20,2736,meta-llama/llama-3.1-405b-instruct
Bob,Crewmate,2409,20,2429,google/gemini-pro-1.5
Alice,Crewmate,2384,20,2404,google/gemini-pro-1.5
Dave,Crewmate,2395,20,2415,google/gemini-pro-1.5
Bob,Impostor,5349,20,5369,openai/gpt-4o
Charlie,Crewmate,6765,20,6785,anthropic/claude-3.5-sonnet
Alice,Crewmate,6101,20,6121,anthropic/claude-3.5-sonnet
Erin,Crewmate,5917,20,5937,anthropic/claude-3.5-sonnet
Alice,Impostor,4134,20,4154,google/gemini-pro-1.5
Charlie,Crewmate,4493,20,4513,meta-llama/llama-3.1-8b-instruct
Erin,Crewmate,4528,20,4548,meta-llama/llama-3.1-8b-instruct
Dave,Crewmate,4645,20,4665,meta-llama/llama-3.1-8b-instruct
Bob,Impostor,2415,20,2435,google/gemini-pro-1.5
Alice,Crewmate,2294,20,2314,google/gemini-pro-1.5
Dave,Crewmate,2308,20,2328,google/gemini-pro-1.5
Charlie,Impostor,3569,20,3589,openai/gpt-4o-mini
Alice,Crewmate,3738,20,3758,meta-llama/llama-3.1-8b-instruct
Dave,Crewmate,3809,20,3829,meta-llama/llama-3.1-8b-instruct
Bob,Impostor,2745,20,2765,google/gemini-pro-1.5
Erin,Crewmate,2926,20,2946,openai/gpt-4o-mini
Alice,Crewmate,2752,20,2772,openai/gpt-4o-mini
Dave,Crewmate,2754,20,2774,openai/gpt-4o-mini
Alice,Impostor,3026,20,3046,openai/gpt-4o
Bob,Crewmate,3131,20,3151,openai/gpt-4o
Erin,Crewmate,3127,20,3147,openai/gpt-4o
Dave,Crewmate,3144,20,3164,openai/gpt-4o
Alice,Impostor,3472,20,3492,google/gemini-flash-1.5
Dave,Crewmate,3718,20,3738,meta-llama/llama-3.1-8b-instruct
Bob,Crewmate,3430,20,3450,meta-llama/llama-3.1-8b-instruct
Dave,Impostor,5690,20,5710,meta-llama/llama-3.1-8b-instruct
Erin,Crewmate,4988,20,5008,meta-llama/llama-3.1-8b-instruct
Alice,Crewmate,5321,20,5341,meta-llama/llama-3.1-8b-instruct
Bob,Crewmate,5114,20,5134,meta-llama/llama-3.1-8b-instruct
Erin,Impostor,3864,20,3884,meta-llama/llama-3.1-8b-instruct
Bob,Crewmate,3774,20,3794,openai/gpt-4o-mini
Dave,Crewmate,3778,20,3798,openai/gpt-4o-mini
Charlie,Crewmate,3662,20,3682,openai/gpt-4o-mini
Charlie,Impostor,4064,20,4084,meta-llama/llama-3.1-8b-instruct
Alice,Crewmate,4069,20,4089,meta-llama/llama-3.1-405b-instruct
Erin,Crewmate,4065,20,4085,meta-llama/llama-3.1-405b-instruct
Dave,Crewmate,4024,20,4044,meta-llama/llama-3.1-405b-instruct
Dave,Impostor,3947,20,3967,openai/gpt-4o-mini
Erin,Crewmate,3971,20,3991,meta-llama/llama-3.1-405b-instruct
Bob,Crewmate,3964,20,3984,meta-llama/llama-3.1-405b-instruct
Charlie,Impostor,3008,20,3028,google/gemini-flash-1.5
Erin,Crewmate,2946,20,2966,anthropic/claude-3-5-haiku
Bob,Crewmate,2991,20,3011,anthropic/claude-3-5-haiku
Alice,Crewmate,3039,20,3059,anthropic/claude-3-5-haiku
Erin,Impostor,3376,20,3396,meta-llama/llama-3.1-8b-instruct
Bob,Crewmate,2762,20,2782,google/gemini-pro-1.5
Alice,Crewmate,2734,20,2754,google/gemini-pro-1.5
Dave,Crewmate,2772,20,2792,google/gemini-pro-1.5
Dave,Impostor,3446,20,3466,anthropic/claude-3.5-sonnet
Bob,Crewmate,3558,20,3578,anthropic/claude-3.5-sonnet
Erin,Crewmate,3638,20,3658,anthropic/claude-3.5-sonnet
Charlie,Crewmate,3531,20,3551,anthropic/claude-3.5-sonnet
Bob,Impostor,3015,20,3035,anthropic/claude-3.5-sonnet
Alice,Crewmate,2953,20,2973,google/gemini-flash-1.5
Dave,Crewmate,2902,20,2922,google/gemini-flash-1.5
Erin,Crewmate,2840,20,2860,google/gemini-flash-1.5
Charlie,Impostor,5376,20,5396,anthropic/claude-3.5-sonnet
Bob,Crewmate,5125,20,5145,openai/gpt-4o
Dave,Crewmate,4961,20,4981,openai/gpt-4o
Erin,Crewmate,5308,20,5328,openai/gpt-4o
Bob,Impostor,3545,20,3565,openai/gpt-4o-mini
Alice,Crewmate,3023,20,3043,google/gemini-flash-1.5
Erin,Crewmate,3107,20,3127,google/gemini-flash-1.5
Dave,Crewmate,3185,20,3205,google/gemini-flash-1.5
Charlie,Impostor,3134,20,3154,anthropic/claude-3-5-haiku
Erin,Crewmate,2779,20,2799,google/gemini-pro-1.5
Bob,Crewmate,2706,20,2726,google/gemini-pro-1.5
Alice,Crewmate,2786,20,2806,google/gemini-pro-1.5
Alice,Impostor,4280,20,4300,openai/gpt-4o
Bob,Crewmate,3980,20,4000,openai/gpt-4o-mini
Erin,Crewmate,3686,20,3706,openai/gpt-4o-mini
Charlie,Impostor,4904,20,4924,google/gemini-pro-1.5
Erin,Crewmate,4995,20,5015,openai/gpt-4o
Dave,Crewmate,5032,20,5052,openai/gpt-4o
Dave,Impostor,5299,20,5319,anthropic/claude-3.5-sonnet
Bob,Crewmate,6114,20,6134,meta-llama/llama-3.1-8b-instruct
Alice,Crewmate,6154,20,6174,meta-llama/llama-3.1-8b-instruct
Erin,Crewmate,6155,20,6175,meta-llama/llama-3.1-8b-instruct
Erin,Impostor,5894,20,5914,openai/gpt-4o
Bob,Crewmate,4081,20,4101,google/gemini-flash-1.5
Charlie,Crewmate,4727,20,4747,google/gemini-flash-1.5
Alice,Crewmate,4358,20,4378,google/gemini-flash-1.5
Erin,Impostor,2612,20,2632,google/gemini-pro-1.5
Dave,Crewmate,2675,20,2695,google/gemini-flash-1.5
Bob,Crewmate,2647,20,2667,google/gemini-flash-1.5
Alice,Crewmate,2635,20,2655,google/gemini-flash-1.5
Dave,Impostor,2825,20,2845,google/gemini-flash-1.5
Charlie,Crewmate,2786,20,2806,anthropic/claude-3.5-sonnet
Alice,Crewmate,2812,20,2832,anthropic/claude-3.5-sonnet
Bob,Crewmate,2813,20,2833,anthropic/claude-3.5-sonnet
Erin,Impostor,3894,20,3914,openai/gpt-4o-mini
Bob,Crewmate,3689,20,3709,anthropic/claude-3-5-haiku
Dave,Crewmate,3711,20,3731,anthropic/claude-3-5-haiku
Charlie,Crewmate,3699,20,3719,anthropic/claude-3-5-haiku
